key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
134,17,56,4,12889,1,False,500,470,450,300,20,7,56,0,12897,1,False,500,470,450,300,20,7,57,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
135,17,58,4,12944,1,False,500,470,450,300,22,7,58,0,12898,1,False,500,470,450,300,22,7,59,0,17689,1,False,500,470,450,300,22,7,59,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
136,17,60,4,12900,1,False,500,470,450,290,23,7,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
137,17,60,4,4833,1,False,500,470,450,290,23,7,60,1,12903,1,False,500,470,450,290,23,7,60,1,14154,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
138,17,60,4,12634,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
139,17,60,4,12902,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
140,17,60,4,12904,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
141,17,60,4,12587,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
142,17,60,4,14957,1,False,500,470,450,290,23,7,60,1,15647,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
143,17,60,4,19868,1,False,500,470,450,44,8,4,60,2,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
144,17,61,4,19930,1,False,500,470,450,42,8,4,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
145,17,61,4,19931,1,False,500,470,450,42,8,4,63,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
146,17,66,4,19855,1,False,500,470,450,42,9,4,66,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
147,17,66,4,19914,1,False,500,470,450,40,9,4,68,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
148,17,60,4,19936,1,False,500,470,450,290,12,8,60,2,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
149,17,61,4,19860,1,False,500,470,450,260,13,8,63,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
150,17,66,4,19865,1,False,500,470,450,220,20,8,66,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
151,18,50,4,12713,1,False,116,114,105,300,8,1,51,0,12724,1,False,338,332,310,300,8,1,51,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
152,18,52,4,12721,1,False,499,491,459,300,9,1,52,0,12726,1,False,703,691,646,300,9,1,53,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
153,18,54,4,12739,1,False,176,173,161,300,10,1,54,0,12742,1,False,172,170,158,300,10,1,55,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
154,18,56,4,12767,1,False,743,731,683,300,12,1,56,0,12768,1,False,281,277,258,300,12,1,57,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
155,18,58,4,12792,1,False,410,403,376,300,12,1,58,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
156,18,59,4,12804,1,False,898,883,826,300,12,1,59,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
157,18,60,4,12814,1,False,1215,1194,1062,300,12,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
158,18,60,4,13729,1,False,92,90,81,300,12,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
159,18,60,4,12834,1,False,1332,1309,1225,300,12,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
160,18,60,4,12828,1,False,828,814,761,300,22,1,60,0,12774,1,False,326,321,299,300,22,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
161,18,60,4,12837,1,False,92,90,81,300,33,1,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
162,18,60,4,12830,1,False,2485,2442,2286,300,33,1,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
163,18,60,4,14211,1,False,909,901,869,300,33,1,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
164,18,60,4,12825,1,False,1554,1527,1429,300,22,1,60,1,12827,1,False,940,924,864,300,200,1,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
165,18,60,4,20087,1,False,752,738,690,300,12,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
166,18,62,4,20098,1,False,127,124,115,300,10,1,63,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
167,18,64,4,20118,1,False,492,483,451,275,12,1,64,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
168,18,64,4,20036,1,False,12,11,9,275,12,1,65,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
169,18,66,4,20044,1,False,55,54,49,250,12,1,67,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
170,18,66,4,20028,1,False,17,16,14,250,12,1,67,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
171,18,68,4,20104,1,False,1125,1105,1034,225,12,1,68,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
172,18,68,4,20210,1,False,944,927,819,120,10,10,68,0,20220,1,False,309,303,267,120,10,10,69,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
173,18,68,4,20233,1,False,48,47,40,120,10,10,69,0,20238,1,False,884,868,767,120,10,10,69,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
174,8,70,2,18660,1,False,1130,880,630,223,56,1,68,0,18661,1,False,1130,880,630,223,62,1,68,0,18665,1,False,1130,880,630,264,66,1,68,0,19748,1,False,1170,910,650,130,25,1,69,0,19749,1,False,1170,910,650,167,29,1,69,0,19750,1,False,1170,910,650,205,44,1,69,0,19751,1,False,1170,910,650,92,10,1,69,0,0,0,False,0,0,0,1000,0,0,0,0
175,8,70,2,19579,1,False,1190,930,660,189,61,1,70,0,19583,1,False,1190,930,660,154,48,1,70,0,19585,1,False,1190,930,660,154,37,1,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
176,9,70,2,18658,1,False,1130,880,630,223,46,1,68,0,18659,1,False,1130,880,630,223,61,1,68,0,18663,1,False,1130,880,630,264,76,1,68,0,19569,1,False,1170,910,650,205,52,1,69,0,19570,1,False,1170,910,650,205,52,1,69,0,19573,1,False,1170,910,650,205,51,1,69,0,19577,1,False,1170,910,650,242,66,1,69,0,0,0,False,0,0,0,1000,0,0,0,0
177,9,70,2,19580,1,False,1190,930,660,154,42,1,70,0,19581,1,False,1190,930,660,120,35,1,70,0,19582,1,False,1190,930,660,154,42,1,70,0,19584,1,False,1190,930,660,154,42,1,70,0,19586,1,False,1190,930,660,120,28,1,70,0,19587,1,False,1190,930,660,154,37,1,70,0,19588,1,False,1190,930,660,154,42,1,70,0,19589,1,False,1190,930,660,154,37,1,70,0
178,10,70,2,18673,1,False,1130,880,630,223,57,1,68,0,18677,1,False,1170,910,650,205,61,1,69,0,18678,1,False,1130,880,630,223,56,1,68,0,18679,1,False,1130,880,630,223,52,1,68,0,18681,1,False,1170,910,650,205,56,1,69,0,18684,1,False,1130,880,630,223,51,1,68,0,18687,1,False,1170,910,650,205,56,1,69,0,0,0,False,0,0,0,1000,0,0,0,0
179,10,70,2,18912,1,False,1190,930,660,189,56,1,70,0,18918,1,False,1190,930,660,189,61,1,70,0,19575,1,False,1190,930,660,189,47,1,70,0,19576,1,False,1190,930,660,189,47,1,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
180,11,70,2,18669,1,False,1170,910,650,317,96,1,69,0,18716,1,False,1130,880,630,141,42,1,68,0,18719,1,False,1130,880,630,141,42,1,68,0,18723,1,False,1130,880,630,182,51,1,68,0,18726,1,False,1130,880,630,223,42,1,68,0,18730,1,False,1130,880,630,141,32,1,68,0,18732,1,False,1130,880,630,141,32,1,68,0,19574,1,False,1170,910,650,205,46,1,69,0
181,11,70,2,18949,1,False,1190,930,660,171,57,1,70,0,18950,1,False,1190,930,660,171,62,1,70,0,18951,1,False,1190,930,660,171,57,1,70,0,18952,1,False,1190,930,660,171,57,1,70,0,18954,1,False,1190,930,660,171,52,1,70,0,18955,1,False,1190,930,660,171,52,1,70,0,18956,1,False,1190,930,660,171,57,1,70,0,18958,1,False,1190,930,660,171,52,1,70,0
182,12,70,2,18682,1,False,1170,910,650,280,90,1,69,0,18689,1,False,1130,880,630,305,85,1,68,0,18690,1,False,1130,880,630,223,61,1,68,0,18693,1,False,1170,910,650,280,90,1,69,0,18700,1,False,1170,910,650,280,85,1,69,0,18702,1,False,1130,880,630,223,56,1,68,0,18704,1,False,1170,910,650,317,94,1,69,0,18707,1,False,1130,880,630,264,52,1,68,0
183,12,70,2,18924,1,False,1190,930,660,189,61,1,70,0,18930,1,False,1190,930,660,189,61,1,70,0,19654,1,False,1190,930,660,154,48,1,70,0,19661,1,False,1190,930,660,240,80,1,70,0,19752,1,False,1190,930,660,120,33,1,70,0,19753,1,False,1190,930,660,120,28,1,70,0,19754,1,False,1190,930,660,120,28,1,70,0,19755,1,False,1190,930,660,154,43,1,70,0
184,13,70,2,18694,1,False,1170,910,650,317,94,1,69,0,18703,1,False,1130,880,630,264,73,1,68,0,18706,1,False,1170,910,650,317,99,1,69,0,18709,1,False,1130,880,630,264,71,1,68,0,18712,1,False,1170,910,650,317,94,1,69,0,18714,1,False,1130,880,630,182,42,1,68,0,18942,1,False,1170,910,650,205,52,1,69,0,0,0,False,0,0,0,1000,0,0,0,0
185,13,70,2,19652,1,False,1190,930,660,189,75,1,70,0,19653,1,False,1190,930,660,258,91,1,70,0,19655,1,False,1190,930,660,189,67,1,70,0,19657,1,False,1190,930,660,206,85,1,70,0,19658,1,False,1190,930,660,240,94,1,70,0,19659,1,False,1190,930,660,154,52,1,70,0,19660,1,False,1190,930,660,189,57,1,70,0,0,0,False,0,0,0,1000,0,0,0,0
186,14,70,2,18667,1,False,1130,880,630,223,57,1,68,0,18668,1,False,1130,880,630,223,57,1,68,0,19888,1,False,1170,910,650,205,21,1,69,0,19890,1,False,1170,910,650,205,21,1,69,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
187,14,70,2,19886,1,False,1190,930,660,189,21,1,70,0,19887,1,False,1190,930,660,189,21,1,70,0,19889,1,False,1190,930,660,189,21,1,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
188,15,70,2,19821,1,False,1130,880,630,141,9,1,68,0,19823,1,False,1130,880,630,199,22,1,68,0,19829,1,False,1170,910,650,179,17,1,69,0,19807,1,False,1130,880,630,168,13,1,68,0,19814,1,False,1170,910,650,182,23,1,69,0,19819,1,False,1170,910,650,185,17,1,69,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
189,15,70,2,19824,1,False,1190,930,660,168,27,1,70,0,19827,1,False,1190,930,660,168,24,1,70,0,19830,1,False,1190,930,660,168,21,1,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
190,16,70,4,19957,1,False,530,500,470,32,10,5,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
191,16,70,4,19972,1,False,530,500,470,180,22,9,68,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
192,16,70,4,19973,1,False,530,500,470,175,23,9,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
193,16,70,4,19959,1,False,530,500,470,175,23,9,70,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
194,16,70,4,19958,1,False,530,500,470,175,23,9,70,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
195,17,70,4,19933,1,False,530,500,470,32,10,5,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
196,17,70,4,19857,1,False,530,500,470,180,22,9,68,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
197,17,70,4,19852,1,False,530,500,470,175,23,9,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
198,17,70,4,19991,1,False,530,500,470,175,23,9,70,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
199,17,70,4,19934,1,False,530,500,470,175,23,9,70,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
200,18,70,4,20227,1,False,964,947,837,120,10,11,70,0,20230,1,False,351,344,303,120,10,11,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
201,18,70,4,20021,1,False,55,54,49,200,12,1,70,0,20019,1,False,46,45,41,200,12,1,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
202,18,70,4,20234,1,False,59,58,50,120,10,11,70,0,20239,1,False,961,944,834,120,10,11,70,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
203,18,70,4,20040,1,False,1878,1845,1727,200,680,1,70,1,20051,1,False,752,738,690,200,33,1,70,1,20030,1,False,40,39,35,200,33,1,70,1,20100,1,False,1091,1071,1002,200,33,1,70,1,20142,1,False,237,232,216,200,33,1,70,1,20074,1,False,902,886,829,200,33,1,70,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
204,8,70,2,25631,1,False,890,690,500,175,118,1,71,0,25632,1,False,890,690,500,208,131,1,71,0,25636,1,False,890,690,500,175,118,1,71,0,25637,1,False,890,690,500,175,118,1,71,0,27091,1,False,890,690,500,143,105,1,71,0,27093,1,False,890,690,500,143,105,1,71,0,27204,1,False,890,690,500,143,85,1,71,0,27205,1,False,890,690,500,79,32,1,71,0
